mp;mpomsch;X;Y;gebied;gebiednaam;meetnet;opmerking;krw_type;<>;basis-jaarlijks;beginjaar;bestrijdingsmiddelen;bodemtype (detail);bodemtype (grof);ecokleurenkoers;fysisch-chemisch;gemeente;krw-biologie;landgebruik 2015;meetpuntsoort;naam water;plaatsnaam;publicatie op internet 1;quickscan-vegetatie;type watergang;vistrajecten;vlakdekkende vegetatieopnamen;waterbreedte in m (in het veld geschat);waterbreedte in m (legger);waterdiepte in m (legger);waterlichaamcode;waterlichaamnaam;watertype waterlichaam;zwemwater;long;lat
SW-M2A;Industriestraat;100223;450807;SCHIEL;Schieland;3;Oude code was M2A;-;;;;;;;;;Zuidplas;;;;;Moerkapelle;;;;;;;;;;;;;4,58876690008862;52,0428756603439
SW-M2B;Bredeweg;99795;450525;SCHIEL;Schieland;3;Oude code was M2B;-;;;;;;;;;Zuidplas;;;;;Moerkapelle;;;;;;;;;;;;;4,58257444397575;52,04029876485
SW-M3;Kerkplein;99202;451059;SCHIEL;Schieland;3;Oude code was M3;-;;;;;;;;;Zuidplas;;;;;Moerkapelle;;;;;;;;;;;;;4,57384496483503;52,0450386476138
SW-M4;Moerdijkstraat;99429;450917;SCHIEL;Schieland;3;Oude code was M4;M10;;;;;;;;;Zuidplas;;;;;Moerkapelle;;;;;;;;;NL39_03a;Ringvaart;M10;;4,57717667508533;52,0437852456961
SW-MD01;IJsbaan in het centrum van Moordrecht;105805;444670;SCHIEL;Schieland;3;Oude code was MD01;-;;;;;;;;;Zuidplas;;;;;Moordrecht;;;;;;;;;;;;;4,6710063119313;51,9882424812467
SW-MD02;Midden in het Rozenplantsoen. Voornamelijk de ka;105957;444790;SCHIEL;Schieland;3;Oude code was MD02;-;;;;;;;;;Zuidplas;;;;;Moordrecht;;;;;;;;;;;;;4,67320184439257;51,9893344392268
SW-MD03;Zuidwesten van de Prins Bernhardstraat, als het wa;105496;444050;SCHIEL;Schieland;3;Oude code was MD03;-;;;;;;;;;Zuidplas;;;;;Moordrecht;;;;;;;;;;;;;4,66659764889607;51,9826427116283
SW-MD04;MD04 ligt aan de overzijde van de Margrietstraat t;105594;443940;SCHIEL;Schieland;3;Oude code was MD04;-;;;;;;;;;Zuidplas;;;;;Moordrecht;;;;;;;;;;;;;4,66803992722373;51,9816628031368
SW-MD05;Halverwege de Drost IJsermansingel en de opname ei;105621;444300;SCHIEL;Schieland;3;Oude code was MD05;-;;;;;;;;;Zuidplas;;;;;Moordrecht;;;;;;;;;;;;;4,66838107287224;51,9849007392807
SW-MD06;Zuidwestrand van deze vijver. De coordinaten zijn;105274;444350;SCHIEL;Schieland;3;Oude code was MD06;-;;;;;;;;;Zuidplas;;;;;Moordrecht;;;;;;;;;;;;;4,66332284389121;51,9853191540985
SW-MD07;Bertha van Moerdregtpad. De coordinaten zijn bij h;105094;444520;SCHIEL;Schieland;3;Oude code was MD07;-;;;;;;;;;Zuidplas;;;;;Moordrecht;;;;;;;;;;;;;4,66067797151393;51,9868308949122
SW-MD08;Land voor waterweg of de Veenweg geteld van de tie;105781;445120;SCHIEL;Schieland;3;Oude code was MD08;-;;;;;;;;;Zuidplas;;;;;Moordrecht;;;;;;;;;;;;;4,67059232289629;51,9922847703396
SW-MD09;Tweehonderd meter vanaf de Land voor waterweg aan;105732;444980;SCHIEL;Schieland;3;Oude code was MD09;-;;;;;;;;;Zuidplas;;;;;Moordrecht;;;;;;;;;;;;;4,66989907829898;51,9910221618364
SW-MD10;MD10;105607;444910;SCHIEL;Schieland;3;Oude code was MD10;-;;;;;;;;;Zuidplas;;;;;Moordrecht;;;;;;;;;;;;;4,6680893991957;51,9903819244379
SW-MW01;Bijna onder de N210 ten zuidwesten van Het brandwe;99143;438060;SCHIEL;Schieland;3;Oude code was MW01;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,57510292809162;51,9282050900983
SW-MW02;Ten zuidenvan de P.C. Boutensingel Vanaf de hoek i;99126;437810;SCHIEL;Schieland;3;Oude code was MW02;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,57489641056287;51,9259565054474
SW-MW03;Aan de buitenzijde van de binnenste slotgracht i;99687;437410;SCHIEL;Schieland;3;Oude code was MW03;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,58311588858582;51,9224175639689
SW-MW04;Aan de buitenzijde van de buitenste slotgracht,;99662;437440;SCHIEL;Schieland;3;Oude code was MW04;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,58274767049196;51,9226847034913
SW-MW05;Aan de Costasingel ter hoogte van de rotonde. Aan;99543;437590;SCHIEL;Schieland;3;Oude code was MW05;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,58099373136284;51,9240209817134
SW-MW06;Ten zuiden van de Fazantstraat. 80 meter vanuit de;99854;438320;SCHIEL;Schieland;3;Oude code was MW06;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,58539741893618;51,9306127945666
SW-MW07;Tussen de Couwehandseweg en de Fluiterlaan aan de;100545;438670;SCHIEL;Schieland;3;Oude code was MW07;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,59538797833526;51,9338265192112
SW-MW08;Ten noorden van de Dorpsstraat-Groenedijk. 40 mete;100814;438160;SCHIEL;Schieland;3;Oude code was MW08;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,59937945679955;51,9292691459471
SW-N1;Zuidplaslaan;102588;442984;SCHIEL;Schieland;3;Oude code was N1;-;;;;;;;;;Zuidplas;;;;;Nieuwerkerk aan den IJssel;;;;;;;;;;;;;4,62443371075179;51,9727951646691
SW-N10;Burgermeester Vogellaarsingel;101335;442130;SCHIEL;Schieland;3;Oude code was N10;-;;;;;;;;;Zuidplas;;;;;Nieuwerkerk aan den IJssel;;;;;;;;;;;;;4,606333545654;51,9650001929676
SW-N11;Ringvaartlaan;101620;442589;SCHIEL;Schieland;3;Oude code was N11;-;;;;;;;;;Zuidplas;;;;;Nieuwerkerk aan den IJssel;;;;;;;;;;;;;4,61040876608967;51,9691529193082
SW-N12;Singel;101618;442021;SCHIEL;Schieland;3;Oude code was N12;-;;;;;;;;;Zuidplas;;;;;Nieuwerkerk aan den IJssel;;;;;;;;;;;;;4,6104680156233;51,9640478147056
SW-N13;Goudmos;101672;443059;SCHIEL;Schieland;3;Oude code was N13;-;;;;;;;;;Zuidplas;;;;;Nieuwerkerk aan den IJssel;;;;;;;;;;;;;4,61109236070191;51,97338204634
SW-N2;IJssellaan 1;102412;443362;SCHIEL;Schieland;3;Oude code was N2;-;;;;;;;;;Zuidplas;;;;;Nieuwerkerk aan den IJssel;;;;;;;;;;;;;4,62181459671982;51,9761758176305
SW-N3;IJssellaan 2;102237;443510;SCHIEL;Schieland;3;Oude code was N3;-;;;;;;;;;Zuidplas;;;;;Nieuwerkerk aan den IJssel;;;;;;;;;;;;;4,619245023967;51,9774893748741
SW-N4;Margrietveld;102207;443029;SCHIEL;Schieland;3;Oude code was N4;-;;;;;;;;;Zuidplas;;;;;Nieuwerkerk aan den IJssel;;;;;;;;;;;;;4,61888244191511;51,9731635245626
SW-N5;Fonteinkruid;102105;443263;SCHIEL;Schieland;3;Oude code was N5;-;;;;;;;;;Zuidplas;;;;;Nieuwerkerk aan den IJssel;;;;;;;;;;;;;4,61736203745877;51,9752569018232
SW-N6;Parallelweg;101669;443185;SCHIEL;Schieland;3;Oude code was N6;-;;;;;;;;;Zuidplas;;;;;Nieuwerkerk aan den IJssel;;;;;;;;;;;;;4,61102911623161;51,9745141850249
SW-N7;Ringvaart;101669;442490;SCHIEL;Schieland;3;Oude code was N7;M10;;;;;;;;;Zuidplas;;;;;Nieuwerkerk aan den IJssel;;;;;;;;;NL39_03a;Ringvaart;M10;;4,61113714540082;51,9682678607955
SW-N8;Europalaan;100944;442264;SCHIEL;Schieland;3;Oude code was N8;-;;;;;;;;;Zuidplas;;;;;Nieuwerkerk aan den IJssel;;;;;;;;;;;;;4,60062358335667;51,9661666158804
SW-N9A;Luxemburgse zoom 1;100668;441993;SCHIEL;Schieland;3;Oude code was N9A;-;;;;;;;;;Zuidplas;;;;;Nieuwerkerk aan den IJssel;;;;;;;;;;;;;4,5966507188217;51,9637040817686
SW-N9B;Luxemburgse zoom 2;100713;442025;SCHIEL;Schieland;3;Oude code was N9B;-;;;;;;;;;Zuidplas;;;;;Nieuwerkerk aan den IJssel;;;;;;;;;;;;;4,59730036592972;51,9639960802883
SW-NOORD 10;Daltonlaanrandslootvolkstuin;90464;438602;SCHIEL;Schieland;3;Oude code was NOORD 10;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;2;;;;;;;4,44883309008296;51,9321368811401
SW-NOORD 12A;Vroesenpark1;90677;438463;SCHIEL;Schieland;3;Oude code was NOORD 12A;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;40;;;;;;;4,45195577515744;51,9309123281793
SW-NOORD 12B;Vroesenpark2;90683;438395;SCHIEL;Schieland;3;Oude code was NOORD 12B;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;20;;;;;;;4,45205572396515;51,9303018880104
SW-NOORD 13;Statensingel;91132;438142;SCHIEL;Schieland;3;Oude code was NOORD 13;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;12;;;;;;;4,45863020212381;51,9280798492812
SW-NOORD 15;Vriendenlaan;92831;438008;SCHIEL;Schieland;3;Oude code was NOORD 15;M03;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;10;;;NL39_01a;Rotteboezem;M3;;4,48335309761541;51,9270680485147
SW-NOORD 16A;Rechterrottekade Hamelstraat;93248;438808;SCHIEL;Schieland;3;Oude code was NOORD 16A;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;25;;;;;;;4,48927128829997;51,9343043744936
SW-NOORD 16B;Soetendaalsekadezwanehals;92992;439293;SCHIEL;Schieland;3;Oude code was NOORD 16B;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;20;;;;;;;4,4854617521234;51,9386347415369
SW-NOORD 16C;Noorderkanaalweg Rotte;92031;439479;SCHIEL;Schieland;3;Oude code was NOORD 16C;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;25;;;;;;;4,47145418109316;51,940198377534
SW-NOORD 17;Noorderkanaalweg vijver;92036;439472;SCHIEL;Schieland;3;Oude code was NOORD 17;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;12;;;;;;;4,47152816903106;51,9401360327196
SW-NOORD 18;Lisplein vijver;92219;439334;SCHIEL;Schieland;3;Oude code was NOORD 18;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;20;;;;;;;4,47421439382658;51,9389164788504
SW-NOORD 1A;Tussensloot volktuinencomplex;90034;437596;SCHIEL;Schieland;3;Oude code was NOORD 1A;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;1;;;;;;;4,4427716537244;51,9230456419209
SW-NOORD 2;Randsloot volkstuincomplex;90076;437583;SCHIEL;Schieland;3;Oude code was NOORD 2;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;5;;;;;;;4,44338459560008;51,9229337110741
SW-NOORD 3;Blijdorplaan;90028;438006;SCHIEL;Schieland;3;Oude code was NOORD 3;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;100;;;;;;;4,4426069838158;51,9267297150299
SW-NOORD 5;Stadscampingrotterdam;90276;438535;SCHIEL;Schieland;3;Oude code was NOORD 5;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;3;;;;;;;4,44611248849258;51,9315128870029
SW-NOORD 6;Vroesenpad;90566;438500;SCHIEL;Schieland;3;Oude code was NOORD 6;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;5;;;;;;;4,45033512307829;51,9312320077604
SW-NOORD 7A;Bergsingel;91879;439234;SCHIEL;Schieland;3;Oude code was NOORD 7A;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;15;;;;;;;4,46928893842878;51,9379792559694
SW-NOORD 8;Honkbalstadion;89660;437816;SCHIEL;Schieland;3;Oude code was NOORD 8;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;2;;;;;;;4,43729361454796;51,9249790311261
SW-NOORD 9;Daltonlaanonderspoor;90510;438602;SCHIEL;Schieland;3;Oude code was NOORD 9;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;15;;;;;;;4,44950185602369;51,9321422173114
SW-OG01;Watergang onder de Noorderbreedte. Vanaf de brug a;100804;439370;SCHIEL;Schieland;3;Oude code was OG01;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,59904330653819;51,9401430978794
SW-OG02;Ten noorden van het Dalpad. Aan de zuidoostzijde v;101262;439160;SCHIEL;Schieland;3;Oude code was OG02;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,60573613310642;51,9383001664293
SW-OG03;Ten noorden van de Marnewaard. 50 meter vanaf het;101763;438940;SCHIEL;Schieland;3;Oude code was OG03;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,61305519335814;51,936371095102
SW-OG04;Achterzijde van de Hudsonbaai. 135 meter vanaf de;101817;438490;SCHIEL;Schieland;3;Oude code was OG04;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,61390998799669;51,9323318565059
SW-OG05;Ten noordwesten van de St. Helenabaai. Aan de zuid;101204;438210;SCHIEL;Schieland;3;Oude code was OG05;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,60504143092848;51,9297563823929
SW-OUDERK1;Bakwetering;103136;438722;KRIWA;Krimpenerwaard;3;Oude code was OUDERK1;-;;;;;;;;;Krimpenerwaard;;;;;Ouderkerk aan den IJssel;;;;;;;;;;;;;4,63305193487547;51,9345415499387
SW-OUDERK2;Zijdepark;102964;438450;KRIWA;Krimpenerwaard;3;Oude code was OUDERK2;-;;;;;;;;;Krimpenerwaard;;;;;Ouderkerk aan den IJssel;;;;;;;;;;;;;4,63059227458594;51,932080855558
SW-OUDERK3;Burg. De Zeeuwlaan;104082;438231;KRIWA;Krimpenerwaard;3;Oude code was OUDERK3;-;;;;;;;;;Krimpenerwaard;;;;;Ouderkerk aan den IJssel;;;;;;;;;;;;;4,64687926757235;51,9302160469854
SW-OUDERK4;Tiendweg oost;103997;438031;KRIWA;Krimpenerwaard;3;Oude code was OUDERK4;-;;;;;;;;;Krimpenerwaard;;;;;Ouderkerk aan den IJssel;;;;;;;;;;;;;4,64567317300971;51,9284107331797
SW-OUDERK5;Sloot langs Sportlaan;103870;438179;KRIWA;Krimpenerwaard;3;Oude code was OUDERK5;-;;;;;;;;;Krimpenerwaard;;;;;Ouderkerk aan den IJssel;;;;;;;;;;;;;4,643804868679;51,9297292416402
SW-OUDERK6;Abelenlaan;102980;438629;KRIWA;Krimpenerwaard;3;Oude code was OUDERK6;-;;;;;;;;;Krimpenerwaard;;;;;Ouderkerk aan den IJssel;;;;;;;;;;;;;4,63079781170976;51,933691132578
SW-OUDERK7;Dekkerstraat (nabij Boezem);103725;438545;KRIWA;Krimpenerwaard;3;Oude code was OUDERK7;-;;;;;;;;;Krimpenerwaard;;;;;Ouderkerk aan den IJssel;;;;;;;;;;;;;4,64164224642803;51,9330053615041
SW-OVER1;Ameidestraat;89514;438979;SCHIEL;Schieland;3;Oude code was OVER1;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,43494984167211;51,9354140113105
SW-OVER2;Hoogenwaardstraat;89950;438871;SCHIEL;Schieland;3;Oude code was OVER2;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,44130946757504;51,9344945640904
SW-OVER3;Hoornsingel;89304;438873;SCHIEL;Schieland;3;Oude code was OVER3;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,43191682843608;51,934436595934
SW-OVER4;Nieuwe Kleiweg;90147;438882;SCHIEL;Schieland;3;Oude code was OVER4;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,44417160167258;51,9346164334405
SW-OVER5;Overschiese Kerksingel;88816;439653;SCHIEL;Schieland;3;Oude code was OVER5;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,42467156324185;51,9413887455181
SW-OVER6;Rotterdamse Rijweg;88488;439245;SCHIEL;Schieland;3;Oude code was OVER6;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,41998098742671;51,9376828311228
SW-OVER7;Schansweg Kleinpoldervaart;88628;439113;SCHIEL;Schieland;3;Oude code was OVER7;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,42204209099766;51,9365132503147
SW-OVER8;Willem de Zwijgerlaan;90148;439129;SCHIEL;Schieland;3;Oude code was OVER8;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,44413953779696;51,9368363991261
SW-PRINS1;Carel Willinksingel;99568;442527;SCHIEL;Schieland;3;Oude code was PRINS1;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,58056053334866;51,968394740092
SW-PRINS10;Linus Paulingweg;97716;442433;SCHIEL;Schieland;3;Oude code was PRINS10;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,55362874104242;51,9673620485495
SW-PRINS11;Luipaardstraat;97593;436065;SCHIEL;Schieland;3;Oude code was PRINS11;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,55290278168382;51,9101172525178
SW-PRINS12;Lutter;98643;441961;SCHIEL;Schieland;3;Oude code was PRINS12;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,56719425299865;51,9632147816172
SW-PRINS13;Ommoordseveld;97155;442253;SCHIEL;Schieland;3;Oude code was PRINS13;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,54549646847073;51,9656861886636
SW-PRINS14;Rooseveldtlaan;96081;441256;SCHIEL;Schieland;3;Oude code was PRINS14;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,53004140239881;51,9566129124774
SW-PRINS15;Rotte;95938;442252;SCHIEL;Schieland;3;Oude code was PRINS15;M03;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;NL39_01a;Rotteboezem;M3;;4,52778987815289;51,9655491628233
SW-PRINS16;Schaardijk;97334;436045;SCHIEL;Schieland;3;Oude code was PRINS16;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,54914245162608;51,9099107244974
SW-PRINS17;Schaardijk kanaal;97359;436007;SCHIEL;Schieland;3;Oude code was PRINS17;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,54951210351292;51,9095717901636
SW-PRINS18;Strawinskysingelweilanden;98308;442682;SCHIEL;Schieland;3;Oude code was PRINS18;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,56220129549973;51,9696606441765
SW-PRINS19;Rotte, bij varenpad;95949;442236;SCHIEL;Schieland;3;Oude code was PRINS19;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,52795267524135;51,9654065340769
SW-PRINS2;Cymbelkruid;97640;441491;SCHIEL;Schieland;3;Oude code was PRINS2;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,55268035026121;51,9588880548199
SW-PRINS20;Varenpad, sloot;95966;442216;SCHIEL;Schieland;3;Oude code was PRINS20;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,52820345557612;51,9652285931484
SW-PRINS21;IJsselmondselaan;97494;436381;SCHIEL;Schieland;3;Oude code was PRINS21;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,55141135229907;51,9129470761451
SW-PRINS22;Kralingseveerkanaal IJsselmondsela;0;0;SCHIEL;Schieland;3;Oude code was PRINS22;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW-PRINS23;Kralingseveerkanaal;97369;436324;SCHIEL;Schieland;3;Oude code was PRINS23;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,54960433512758;51,9124218576183
SW-PRINS24;Brindisipad;98360;440067;SCHIEL;Schieland;3;Oude code was PRINS24;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,5633893378069;51,9461637694343
SW-PRINS25;Clara Egginkstraat;97089;438907;SCHIEL;Schieland;3;Oude code was PRINS25;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,54510036320403;51,9356073922833
SW-PRINS26;Dreessingel;97734;438775;SCHIEL;Schieland;3;Oude code was PRINS26;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,55450055363733;51,9344878444021
SW-PRINS27;Helsingborgerf;98003;439579;SCHIEL;Schieland;3;Oude code was PRINS27;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,55827834183693;51,9417414021386
SW-PRINS28;George de Vosstraat;98334;437772;SCHIEL;Schieland;3;Oude code was PRINS28;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,56338956220191;51,9255348609988
SW-PRINS29;s-Gravenlandseweg kroos;97408;437359;SCHIEL;Schieland;3;Oude code was PRINS29;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,54999784591775;51,9217279324627
SW-PRINS3;Desmondsingel;99114;442862;SCHIEL;Schieland;3;Oude code was PRINS3;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,57390003031021;51,9713600526029
SW-PRINS30;s-Gravenlandsewegpolder;97048;437357;SCHIEL;Schieland;3;Oude code was PRINS30;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,54476546450437;51,921672571722
SW-PRINS31;J.Bruijnzeelpad Prinsenpark;97383;438925;SCHIEL;Schieland;3;Oude code was PRINS31;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,54937205618614;51,935799706215
SW-PRINS32;Jan van Tilburgstraat;98182;437960;SCHIEL;Schieland;3;Oude code was PRINS32;M10;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;NL39_03a;Ringvaart;M10;;4,56114893631018;51,9272090027331
SW-PRINS33;Kralingseweg;96940;438146;SCHIEL;Schieland;3;Oude code was PRINS33;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,54306245073684;51,9287524105986
SW-PRINS34;Nancy Zeelenbergsingel;96918;438816;SCHIEL;Schieland;3;Oude code was PRINS34;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,54262943176838;51,9347717008615
SW-PRINS35;Ringvaartdijk;97652;437780;SCHIEL;Schieland;3;Oude code was PRINS35;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,55347427497875;51,9255368657447
SW-PRINS36;Ringvaartplas;97827;437905;SCHIEL;Schieland;3;Oude code was PRINS36;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,55599739727755;51,9266783148974
SW-PRINS37;Skandinaviepad;98774;439718;SCHIEL;Schieland;3;Oude code was PRINS37;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,56946738177614;51,9430691667341
SW-PRINS38;Viervantstraat;96530;438894;SCHIEL;Schieland;3;Oude code was PRINS38;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,5369748277627;51,935432059798
SW-PRINS4;Droogbloem;96140;440869;SCHIEL;Schieland;3;Oude code was PRINS4;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,53096598613379;51,9531410435068
SW-PRINS40;Grote beer;97973;440215;SCHIEL;Schieland;3;Oude code was PRINS40;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,55773652114868;51,9474543477527
SW-PRINS5;IJsselmondsestraat;0;0;SCHIEL;Schieland;3;Oude code was PRINS5;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SW-PRINS6;J. Sibeliusstraat;97986;442370;SCHIEL;Schieland;3;Oude code was PRINS6;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,55756774633185;51,9668236142609
SW-PRINS7;Kraaiheide;97176;442538;SCHIEL;Schieland;3;Oude code was PRINS7;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,5457539877432;51,9682497851288
SW-PRINS9;Lauwersmeer;99294;442452;SCHIEL;Schieland;3;Oude code was PRINS9;-;;;;;;;;;Rotterdam;;;;;Rotterdam;;;;;;;;;;;;;4,57658586124898;51,9676932740562
SW-S01;Ten oosten van de Constantijnweg. Aan de zuidzijde;98340;439030;SCHIEL;Schieland;3;Oude code was S01;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,56326946160601;51,9368417254096
SW-S02;15 meter naar het oosten vanuit de zuidwesthoek va;98714;438950;SCHIEL;Schieland;3;Oude code was S02;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,56872062977134;51,9361607094479
SW-S03;In Sportpark Schenkel, aan de zuidzijde van de wat;98982;439360;SCHIEL;Schieland;3;Oude code was S03;-;;;;;;;;;Capelle aan den Ijssel;;;;;Capelle aan den IJssel;;;;;;;;;;;;;4,57255054459213;51,9398726431792
SW-S1;Fleminghof;117268;440453;SCHIEL;Schieland;3;Oude code was S1;-;;;;;;;;;Krimpenerwaard;;;;;Schoonhoven;;;;;;;;;;;;;4,83834359204724;51,9512379857143
SW-S2;Pasteurweg;117353;440488;SCHIEL;Schieland;3;Oude code was S2;-;;;;;;;;;Krimpenerwaard;;;;;Schoonhoven;;;;;;;;;;;;;4,83957613330015;51,9515583245633
SW-S3A;C. Vreedenburgh plantsoen 1;117856;440259;SCHIEL;Schieland;3;Oude code was S3A;-;;;;;;;;;Krimpenerwaard;;;;;Schoonhoven;;;;;;;;;;;;;4,84691739986961;51,9495339364597
SW-S3B;C. Vreedenburgh plantsoen 2;117810;440273;SCHIEL;Schieland;3;Oude code was S3B;-;;;;;;;;;Krimpenerwaard;;;;;Schoonhoven;;;;;;;;;;;;;4,84624681060717;51,9496566914412
SW-S4;Watergang ten westen van de Milira;118032;440801;SCHIEL;Schieland;3;Oude code was S4;-;;;;;;;;;Krimpenerwaard;;;;;Schoonhoven;;;;;;;;;;;;;4,84941899915745;51,9544171043317
SW-S5;Stadswal / Spoorsingel;117790;440084;SCHIEL;Schieland;3;Oude code was S5;-;;;;;;;;;Krimpenerwaard;;;;;Schoonhoven;;;;;;;;;;;;;4,84597638017454;51,947956642033
SW-S6;De Grote Gracht;118255;440249;SCHIEL;Schieland;3;Oude code was S6;-;;;;;;;;;Krimpenerwaard;;;;;Schoonhoven;;;;;;;;;;;;;4,85272195999742;51,949470574022
